gene_id,gene_name,logFC,AveExpr,t,P.Value,FDR,DE
ENSRNOG00000057755,NEWGENE_1304700,-1.8993113801160042,3.399680595524596,-5.610726685212741,3.989477281570678e-4,0.1312538025636753,FALSE
ENSRNOG00000004854,Has2,2.467171347811646,3.9862032920569686,5.5398441228156665,4.3534105714873226e-4,0.1369857332754762,FALSE
ENSRNOG00000002843,Cxcl6,3.7562689729189476,4.955189799436428,6.303716400856502,4.371885104536474e-4,0.1369857332754762,FALSE
ENSRNOG00000013262,Myl1,2.2214573425749897,4.942588452068451,5.358476045680519,5.46013621074575e-4,0.16431407302421294,FALSE
ENSRNOG00000010133,Bpgm,-2.0014117815223322,7.640543554686668,-5.340779971531546,5.583517320296474e-4,0.16431407302421294,FALSE
ENSRNOG00000028043,Cxcl3,5.999138001517355,2.7939760733940378,6.614173544939656,5.707909934300302e-4,0.16431407302421294,FALSE
ENSRNOG00000045770,Hira,-2.047955046242696,4.407597103293922,-5.303092904042115,5.856505171823811e-4,0.16431407302421294,FALSE
ENSRNOG00000028394,Vpreb3,-2.1433656893009085,2.8034473026944022,-5.282854563036266,6.00906345483238e-4,0.16431407302421294,FALSE
ENSRNOG00000050042,Myh8,2.780033624089564,1.2398614616283712,5.267818701783931,6.125200528148593e-4,0.16431407302421294,FALSE
ENSRNOG00000017332,Dapk2,-1.413891719406468,5.514668724654962,-5.25915985968982,6.193186592671965e-4,0.16431407302421294,FALSE
ENSRNOG00000037908,Prg3,-1.6047525049531322,6.569405257651264,-5.250421186874986,6.262631607582484e-4,0.16431407302421294,FALSE
ENSRNOG00000012722,Ppdpf,-1.6247610665245833,2.963506506685884,-5.237386363237008,6.367794623278768e-4,0.16431407302421294,FALSE
ENSRNOG00000053400,Cfi,5.526854133532682,1.1509171405980307,6.087037719750307,6.637273928691326e-4,0.16797408634918817,FALSE
ENSRNOG00000031445,Rnase3,-2.1751116404448334,6.048070318992429,-5.192984510235011,6.960221058106687e-4,0.17282360212204528,FALSE
ENSRNOG00000014641,Rpl3l,-1.7286991148108797,2.6661748860661767,-5.136320064824072,7.251345201411404e-4,0.17613930262613833,FALSE
ENSRNOG00000002385,Prg4,1.4578152902404296,3.6219648136701905,5.112432264744374,7.479080979893722e-4,0.17613930262613833,FALSE
ENSRNOG00000000321,Cd24,-1.8921996509773877,7.6938179756298215,-5.10726183461818,7.529388219210071e-4,0.17613930262613833,FALSE
ENSRNOG00000009291,Dnase1l3,-1.848010096986696,5.348401325350828,-5.097120184897867,7.629133928335779e-4,0.17613930262613833,FALSE
ENSRNOG00000017608,C2cd3,-1.3137245332250966,4.645731492481111,-5.026435095025391,8.365442174859289e-4,0.18783727456285368,FALSE
ENSRNOG00000005094,C1qtnf7,1.973507044299835,1.2530737417810376,4.977518154564601,8.919948991377663e-4,0.18783727456285368,FALSE
ENSRNOG00000042838,Junb,1.8994553315795886,5.145927330494346,4.976062577527729,8.937047556720452e-4,0.18783727456285368,FALSE
ENSRNOG00000000455,LOC103689996,-3.567679923478301,1.8331068459891458,-4.998938397361919,9.047681957727845e-4,0.18783727456285368,FALSE
ENSRNOG00000011971,C1s,2.002497399567105,6.704717241171883,4.96568301449783,9.060009741165241e-4,0.18783727456285368,FALSE
ENSRNOG00000004998,Jakmip1,-1.864800461227176,1.7481944454530445,-4.9604876382637855,9.122244237910933e-4,0.18783727456285368,FALSE
ENSRNOG00000010121,Lef1,-1.623079605738785,2.695024658360382,-4.952671143788838,9.21675063894103e-4,0.18783727456285368,FALSE
ENSRNOG00000039197,LOC108348074,2.245340646671784,3.9021016294720905,4.929297889778627,9.505729995539842e-4,0.18783727456285368,FALSE
ENSRNOG00000006320,Ptges,1.884455649106274,1.5557297686482479,4.918068200199782,9.648046251563343e-4,0.18783727456285368,FALSE
ENSRNOG00000050792,Tnfaip6,2.552257591746386,3.440649300039455,4.946663417380066,0.0010239256463277285,0.18783727456285368,FALSE
ENSRNOG00000006019,G0s2,2.2685410694612265,4.3123859599247245,4.918230458616855,0.0010270793174311434,0.18783727456285368,FALSE
ENSRNOG00000008533,Ago2,-1.264877530536332,6.036131990032882,-4.86931868082252,0.0010293155501453885,0.18783727456285368,FALSE
ENSRNOG00000019445,Msln,3.2012912044827004,1.5426293235923818,4.998892323037511,0.0010314927057162402,0.18783727456285368,FALSE
ENSRNOG00000001827,Masp1,2.4506933867430454,2.3420644033600824,4.858845866110501,0.0010437746067085045,0.18783727456285368,FALSE
ENSRNOG00000040122,Myoz1,3.3135450962945407,1.4199689386093057,4.890050372087695,0.001047100564245803,0.18783727456285368,FALSE
ENSRNOG00000009892,Adamts15,2.6056334671336883,2.6278250209754916,4.890544341611974,0.0010552953811706746,0.18783727456285368,FALSE
ENSRNOG00000002792,Cxcl2,7.149715972658771,2.715844222774763,6.3110409867619275,0.001064397369558989,0.18783727456285368,FALSE
ENSRNOG00000036603,Ifit1bl,1.4891141737353901,7.848676751470963,4.839894371175149,0.001070501184818695,0.18783727456285368,FALSE
ENSRNOG00000033338,Gimap6,-1.1989717277423286,4.790264967164161,-4.80705279769272,0.0011185853514006827,0.19012862466404154,FALSE
ENSRNOG00000007999,Abra,2.614745083029659,0.19716501876241602,4.799261141824467,0.0011303327867312931,0.19012862466404154,FALSE
ENSRNOG00000031163,Nfkbiz,1.6100472166101405,5.395442407218115,4.7979747005621265,0.0011322851412540196,0.19012862466404154,FALSE
ENSRNOG00000013589,Cxcl12,-1.2724590774472053,8.459334542233886,-4.7920331780671575,0.0011413496465394592,0.19012862466404154,FALSE
ENSRNOG00000027392,Ccdc187,-1.771502506033366,2.0000131396783716,-4.77559262699615,0.0011668429417906006,0.19086991988879437,FALSE
ENSRNOG00000012942,Satb1,-1.1626765470204385,4.600970448746987,-4.77053593047693,0.0011748072576741903,0.19086991988879437,FALSE
ENSRNOG00000011800,F3,2.0516267412963938,3.2930598232295916,4.741288416542682,0.0012220397763996788,0.196122481188046,FALSE
ENSRNOG00000028845,Ebf1,-1.18299655090914,6.166969840178048,-4.726186571134976,0.0012472277171449197,0.19775321394731496,FALSE
ENSRNOG00000019627,Mybpc2,2.71147088521792,2.5268379596948662,4.7437796790927225,0.0012790488776640652,0.1986230614621931,FALSE
ENSRNOG00000023068,Cd5l,-1.4812764451221085,5.219824864984276,-4.705353107040676,0.0012828997130916728,0.1986230614621931,FALSE
ENSRNOG00000057443,LOC497963,3.417739915614832,4.771517985956644,5.298429286375596,0.001343615186829774,0.2056043704497654,FALSE
ENSRNOG00000008394,Prg2,-1.436769621870947,8.68481012777289,-4.633447611797956,0.0014147316420279308,0.2114553635309681,FALSE
ENSRNOG00000011140,Prxl2a,-1.4119744312559022,4.803899920342369,-4.633179277145486,0.0014152501612621023,0.2114553635309681,FALSE
ENSRNOG00000021802,Isg15,1.700263420584519,2.3690062372519556,4.625562019892816,0.0014300552700802554,0.2114553635309681,FALSE
ENSRNOG00000019660,Spib,-1.7025980057217505,5.242456916002362,-4.597635703682945,0.0014857787274010384,0.21457430103282332,FALSE
ENSRNOG00000019048,Sod2,1.2833313908998683,6.899770649022688,4.596766197778681,0.0014875508696420724,0.21457430103282332,FALSE
ENSRNOG00000047880,LOC103689975,-1.7161684209593187,3.5264740853664143,-4.590301815601262,0.0015007975968372796,0.21457430103282332,FALSE
ENSRNOG00000017438,AABR07007068.1,-1.3367613267530591,3.509921084721202,-4.575732901563583,0.0015311205121664993,0.21457430103282332,FALSE
ENSRNOG00000021546,Sit1,-1.4377308940949451,3.549325230351736,-4.5749951073735,0.0015326735788058808,0.21457430103282332,FALSE
ENSRNOG00000013304,Arg1,3.589173061762171,4.835297687723448,5.269595968123908,0.0015679925154842074,0.216037249190898,FALSE
ENSRNOG00000018338,Vwa1,1.8148756884539399,3.2173106952063004,4.554751590069402,0.00157595561719804,0.216037249190898,FALSE
ENSRNOG00000045840,Hist1h4b,-1.3415713049532174,7.571188689601871,-4.51126914353943,0.0016734408440241553,0.22478246680551206,FALSE
ENSRNOG00000024000,Cd22,-1.2522729891152247,3.8983658017534717,-4.50379816285957,0.0016908345001276205,0.22478246680551206,FALSE
ENSRNOG00000002946,Socs3,2.286232864665652,2.974971004619085,4.522121878881927,0.0016909927214092473,0.22478246680551206,FALSE
ENSRNOG00000029886,Hba-a2,-2.114816549243883,12.222298989091264,-4.448671451283078,0.0018253537577502634,0.23289803444518636,FALSE
ENSRNOG00000050819,Birc5,-1.3721229545876168,4.829570649417653,-4.444282681563951,0.001836547403558962,0.23289803444518636,FALSE
ENSRNOG00000017899,Akr7a3,-1.6169253411552438,2.083539666256511,-4.441477354922348,0.0018437411058070381,0.23289803444518636,FALSE
ENSRNOG00000011566,Cecr2,-1.3505650831335956,5.562522131853609,-4.440815301441316,0.0018454432260078227,0.23289803444518636,FALSE
ENSRNOG00000019018,Plat,2.043202939941332,3.8517436861237826,4.455519626753934,0.0018507344066132098,0.23289803444518636,FALSE
ENSRNOG00000028982,Mrgprb3,-1.560517236065857,3.5925799696351546,-4.435863066427181,0.00185822899823287,0.23289803444518636,FALSE
ENSRNOG00000011287,Minpp1,-1.3119618217984965,6.715027692316713,-4.422887304503501,0.001892183992091199,0.2341670227206593,FALSE
ENSRNOG00000009280,Mkrn1,-1.4447757744913845,7.408163318944527,-4.418452446513564,0.0019039415981087042,0.2341670227206593,FALSE
ENSRNOG00000002548,Tnn,2.069637349464181,8.270898383033597,4.4427436519384615,0.00194020426167583,0.23468849707121403,FALSE
ENSRNOG00000047321,Hba-a2,-2.0344763860813546,12.18117266511433,-4.399809250076994,0.0019542340216054475,0.23468849707121403,FALSE
ENSRNOG00000053812,LOC103689947,-1.5526507494123853,5.8457260726768645,-4.389845968861865,0.00198169505367639,0.23468849707121403,FALSE
ENSRNOG00000012812,Sharpin,-1.437346133441406,3.9026792696831163,-4.362911483145518,0.0020580291882490035,0.23468849707121403,FALSE
ENSRNOG00000017485,Cd72,-1.5851338530233703,4.698789010832719,-4.359102089356093,0.00206907774445593,0.23468849707121403,FALSE
ENSRNOG00000009640,Psmf1,-1.3889903360109546,4.723339951005757,-4.334367348057578,0.0021423846991924806,0.23468849707121403,FALSE
ENSRNOG00000056219,Olr1,1.8090025427254237,4.636223590324199,4.324483781473706,0.0021724523078130225,0.23468849707121403,FALSE
ENSRNOG00000018311,Cd19,-1.6559632798599544,3.67721867246782,-4.319604498772655,0.0021874626900340558,0.23468849707121403,FALSE
ENSRNOG00000004441,Fcmr,-1.4663884938625433,3.246867281490222,-4.318318297185077,0.0021914380080377276,0.23468849707121403,FALSE
ENSRNOG00000020480,Fads1,-1.1538912799301353,5.91660164081096,-4.318139423998409,0.0021919914728298303,0.23468849707121403,FALSE
ENSRNOG00000000811,Pkib,-1.4780559938454403,4.1429492299040405,-4.312659851750276,0.0022090191173603736,0.23468849707121403,FALSE
ENSRNOG00000037409,Scimp,2.538430906528627,3.5063640038934314,4.511423008147868,0.002215889386528166,0.23468849707121403,FALSE
ENSRNOG00000018611,Tpsb2,-1.805424967646585,2.6445670294082086,-4.305788365703172,0.002230572969025294,0.23468849707121403,FALSE
ENSRNOG00000011016,Slc7a2,1.871294230369402,3.802977995581675,4.3045709545362385,0.0022344151095817135,0.23468849707121403,FALSE
ENSRNOG00000003635,Disp1,-1.3305677185116835,2.795397683684316,-4.302019100037923,0.0022424918043531233,0.23468849707121403,FALSE
ENSRNOG00000039357,Fam129c,-1.7896894307383184,3.5986562973025795,-4.301256286192056,0.0022449122094943953,0.23468849707121403,FALSE
ENSRNOG00000026764,Pla2g4c,-1.47117904329443,3.07141782823843,-4.299949764415221,0.0022490643114654665,0.23468849707121403,FALSE
ENSRNOG00000024181,Tpsab1,-1.8634877585594833,2.049877424249984,-4.299275236133522,0.002251211174031314,0.23468849707121403,FALSE
ENSRNOG00000011411,Adgrg6,-1.2819827427281596,5.354396699931306,-4.294238237539957,0.0022673124141062385,0.23468849707121403,FALSE
ENSRNOG00000005480,Ybx3,-1.3168973504520207,7.776968212662114,-4.290975787007192,0.00227780703632215,0.23468849707121403,FALSE
ENSRNOG00000024594,Fhdc1,-1.3489972269258805,5.1989287351429105,-4.289465029108058,0.002282684469993571,0.23468849707121403,FALSE
ENSRNOG00000018774,Rps14,1.3347306442120914,8.169289204341206,4.279603077805943,0.002314799996805144,0.23614548804616817,FALSE
ENSRNOG00000049649,Hist1h2ah,-1.3721059279829715,7.576128602561887,-4.268067921549537,0.00235298039408593,0.2381940152782372,FALSE
ENSRNOG00000010188,Satb2,-1.0113326687158344,6.418437764633379,-4.257547722619378,0.0023883904908331114,0.2393209146845438,FALSE
ENSRNOG00000053494,Mcpt1l1,-1.7388837282684617,6.108744346004835,-4.253993244203863,0.0024004833387811383,0.2393209146845438,FALSE
ENSRNOG00000038948,Stab2,-1.390897628734502,5.629806414538194,-4.248205345085774,0.0024203152805176314,0.23948382775648142,FALSE
ENSRNOG00000006170,Bach2,-1.4670267098608938,3.9851347116784157,-4.218701230164725,0.002524175772011719,0.24114445246825195,FALSE
ENSRNOG00000027767,Slc38a5,-1.613425878420004,3.8021650993813734,-4.218611168758074,0.002524500022542463,0.24114445246825195,FALSE
ENSRNOG00000019933,Ubqln4,-1.3068184925611044,5.091741500889612,-4.215549089572311,0.002535551102236272,0.24114445246825195,FALSE
ENSRNOG00000058393,Taf15,-1.6996584723555848,3.4878169207350878,-4.213352753756908,0.002543509615145513,0.24114445246825195,FALSE
ENSRNOG00000016606,Snorc,-2.5162824558982284,0.44934796269931104,-4.202002057760047,0.0025850680104117503,0.24114445246825195,FALSE
ENSRNOG00000027756,Usf3,-1.200398922526564,6.03344714905067,-4.195018095445616,0.0026109993921158304,0.24114445246825195,FALSE
ENSRNOG00000001607,Adamts1,1.1928144565323298,4.3973623619963655,4.194843214940169,0.0026116522858918513,0.24114445246825195,FALSE
ENSRNOG00000016102,Ebf3,-1.2312829350929801,4.4433158198007074,-4.194215203348243,0.002613998327569784,0.24114445246825195,FALSE
ENSRNOG00000004110,Trib2,-1.126721141053421,5.474813341595178,-4.188279813746797,0.0026362827385732926,0.24114445246825195,FALSE
ENSRNOG00000058186,Errfi1,1.0385226519650603,4.935040183159883,4.187735226637076,0.002638337554258086,0.24114445246825195,FALSE
ENSRNOG00000034230,Fcrl1,-1.4823093719651503,1.3483398141869243,-4.1839931442303895,0.0026525034968465128,0.24114445246825195,FALSE
ENSRNOG00000059748,LOC684773,-2.137239253474219,7.93961057224407,-4.311757573587545,0.0026569867483204053,0.24114445246825195,FALSE
ENSRNOG00000030726,Asgr2,1.541635887707138,1.2401121919957483,4.163793967074754,0.002730388239698404,0.24416283420482798,FALSE
ENSRNOG00000059350,Ppp1r3a,2.999391644551999,2.4125693918806252,4.359201660694449,0.002735928061780601,0.24416283420482798,FALSE
ENSRNOG00000014505,Pmfbp1,1.5694484501507555,1.9400485332745174,4.1598436515055415,0.0027459042144615912,0.24416283420482798,FALSE
ENSRNOG00000046829,Kdr,-1.0328027512596765,5.882514317068685,-4.143727407700251,0.0028101898461866033,0.24499270471476747,FALSE
ENSRNOG00000019199,LOC100911692,5.482181789623195,-0.4276981104917441,4.484265142616156,0.002844836514728601,0.24499270471476747,FALSE
ENSRNOG00000011917,Cd79b,-1.4808741204678226,5.739327776649537,-4.127661871429057,0.0028758782483996256,0.24499270471476747,FALSE
ENSRNOG00000050224,Stambpl1,-1.2251323825132643,5.93544905732389,-4.111143029762353,0.002945135590943654,0.24499270471476747,FALSE
ENSRNOG00000011984,Cxcl14,-0.9612180496695505,4.666019657185918,-4.109343099162569,0.0029527890813171144,0.24499270471476747,FALSE
ENSRNOG00000061902,Wbp1,-1.6268421362429255,3.305816982374722,-4.103950701149446,0.0029758456552963827,0.24499270471476747,FALSE
ENSRNOG00000009205,Lmo4,-1.2780594462516837,5.727227963571622,-4.102603973256957,0.002981633918136527,0.24499270471476747,FALSE
ENSRNOG00000011205,Ccl3,3.6096134290373594,2.6778700724114395,4.5797060235523315,0.002991523294966645,0.24499270471476747,FALSE
ENSRNOG00000014504,Il1r1,1.1598308029228501,5.325684184411199,4.098798363042851,0.002998055654745322,0.24499270471476747,FALSE
ENSRNOG00000034191,Fmo1,-1.5072765158102743,3.3452951669963773,-4.095302891552186,0.0030132242932009636,0.24499270471476747,FALSE
ENSRNOG00000003443,Klf1,-1.4908635027095432,6.222930371332142,-4.090732438793622,0.0030331816808060034,0.24499270471476747,FALSE
ENSRNOG00000011039,Gch1,-1.0780683675765899,4.775308972855047,-4.0887146084511174,0.003042037668682548,0.24499270471476747,FALSE
ENSRNOG00000013717,Bmp6,-1.49422465650311,1.4114408207807472,-4.088582148501438,0.0030426199833860045,0.24499270471476747,FALSE
ENSRNOG00000015213,Fxn,-1.6317841947380984,5.075839208297487,-4.0871557325937955,0.003048898284813517,0.24499270471476747,FALSE
ENSRNOG00000054561,Isg20,-1.4032646047433603,3.0225915833465673,-4.080009982072274,0.003080559026695805,0.24499270471476747,FALSE
ENSRNOG00000004699,Fibin,1.5283173113452728,3.456584604442612,4.073442996824677,0.0031099653051238933,0.24499270471476747,FALSE
ENSRNOG00000011353,Gfi1b,-1.4742752381456294,3.5841745324062573,-4.072572923207753,0.003113883847575942,0.24499270471476747,FALSE
ENSRNOG00000024729,Pax5,-1.6010770855657952,2.6659673912370065,-4.07072091432685,0.003122242296029926,0.24499270471476747,FALSE
ENSRNOG00000053468,Tuba1b,-1.473218218616366,8.001696611537898,-4.066893994279915,0.0031395898996359247,0.24499270471476747,FALSE
ENSRNOG00000060045,Pi4ka,-0.9346277360740636,5.847510556835882,-4.064379308738858,0.0031510451193706066,0.24499270471476747,FALSE
ENSRNOG00000002248,Fryl,-1.087619277215279,7.607787573885577,-4.061468273874154,0.0031643616181783523,0.24499270471476747,FALSE
ENSRNOG00000004258,Chst7,-1.979407403359059,0.6762188169158394,-4.058139018963493,0.003179664977129589,0.24499270471476747,FALSE
ENSRNOG00000003614,Mgat5,-0.983649405961248,4.626268636312036,-4.057325626679164,0.003183415843938088,0.24499270471476747,FALSE
ENSRNOG00000007284,Slc2a1,1.8596727023839412,4.101045580987291,4.050785960588658,0.0032960914130933704,0.24831352880738367,FALSE
ENSRNOG00000004078,Eno3,2.129884196511025,3.497781358482311,4.080596732368598,0.003306050859389319,0.24831352880738367,FALSE
ENSRNOG00000004613,Gpm6b,1.1637622122086866,3.742394279134577,4.024000116049874,0.0033412284885246334,0.24831352880738367,FALSE
ENSRNOG00000020435,Terf2,-1.1760776008754645,3.48723140344765,-4.021017352575581,0.0033557550422378107,0.24831352880738367,FALSE
ENSRNOG00000021157,Ctss,1.0882785612628332,6.558234953038867,4.019486357907892,0.0033632374029758127,0.24831352880738367,FALSE
ENSRNOG00000016267,Chst15,-1.267087426844468,3.446706554855209,-4.01860782810995,0.003367539039324576,0.24831352880738367,FALSE
ENSRNOG00000002540,Rhoh,-1.2486862948592643,5.4012621507490275,-4.017990642430119,0.0033705645402947603,0.24831352880738367,FALSE
ENSRNOG00000003442,Adora1,-1.905111090461772,0.8263589660028567,-4.01657464773108,0.0033775168432007355,0.24831352880738367,FALSE
ENSRNOG00000002916,Car4,6.9442738708207825,1.2152771628070163,4.9472734887955765,0.003434035192247972,0.2498235240573609,FALSE
ENSRNOG00000058039,Acta2,1.5288379120946594,4.993790378283078,4.0047804037640855,0.003436022633311727,0.2498235240573609,FALSE
ENSRNOG00000024899,Cxcl13,2.871885276990923,4.206089437840408,4.415328201351255,0.0034800868445855233,0.25163704876233783,FALSE
ENSRNOG00000011754,Myom2,2.7320725766156873,2.3749608936205995,4.127839301717155,0.003522653685475382,0.25332307377516955,FALSE
ENSRNOG00000015749,Nme3,-1.607764314673577,1.6959182320812418,-3.980872825938581,0.003557959924616105,0.25447148156493443,FALSE
ENSRNOG00000060492,LOC103690190,-1.5815140867417514,8.86894306218725,-3.964167910666844,0.0036458949250446496,0.25935122818155454,FALSE
ENSRNOG00000042795,RGD1564571,-1.88620312638393,2.256275285055909,-3.959008249474143,0.003673521530320684,0.2599115233280656,FALSE
ENSRNOG00000017644,Usp6nl,-0.9762827235316391,5.5997362683956355,-3.9536533414640167,0.0037024296235304765,0.26033526745049385,FALSE
ENSRNOG00000020563,Cma1,-1.3307864379447403,5.336542790546891,-3.946928257511222,0.0037390783417135666,0.26033526745049385,FALSE
ENSRNOG00000005905,Pde4b,1.186937165609435,5.5228785246432865,3.9415904130517556,0.0037684423373935505,0.26033526745049385,FALSE
ENSRNOG00000009837,Tmem131l,-1.1881426268232165,6.709617757290182,-3.941259303721068,0.0037702718759239193,0.26033526745049385,FALSE
ENSRNOG00000012216,Tgfbi,0.985720837026194,7.15582177528144,3.9375773287894362,0.0037906804461293143,0.26033526745049385,FALSE
ENSRNOG00000046196,Icos,1.5911149755547853,1.970523141776245,3.935490929530779,0.003802297215699889,0.26033526745049385,FALSE
ENSRNOG00000020533,Htra1,1.1020185746049043,6.526468204167513,3.9306123116691825,0.003829608915980774,0.26033526745049385,FALSE
ENSRNOG00000008919,Arpp21,-1.0586879706958174,3.725706917927301,-3.9264045507062164,0.0038533328352331193,0.26033526745049385,FALSE
ENSRNOG00000007338,Fbln2,1.9393514263972427,4.324757434889227,3.998099422791789,0.003890329617383814,0.26033526745049385,FALSE
ENSRNOG00000015904,Wfdc1,1.436767529032058,3.0148767030690515,3.91541617592451,0.0039160278702245165,0.26033526745049385,FALSE
ENSRNOG00000027799,Tmie,-1.218930051011084,3.33017026378479,-3.9125368361370025,0.003932635145560227,0.26033526745049385,FALSE
ENSRNOG00000000299,Foxo3,-1.1449417780212072,5.020449325280508,-3.911735394975848,0.003937270976084342,0.26033526745049385,FALSE
ENSRNOG00000018697,Abcb6,-1.143759521667724,4.3014841693771615,-3.909679138741441,0.003949191751790844,0.26033526745049385,FALSE
ENSRNOG00000012347,Gata2,-1.5479955409244983,3.3888767211374606,-3.906274704096269,0.003969012898065663,0.26033526745049385,FALSE
ENSRNOG00000005670,Art4,-1.4637042127624649,4.453734842254895,-3.9050369800286338,0.003976245346318333,0.26033526745049385,FALSE
ENSRNOG00000057378,Clec16a,-1.1176874363334992,4.825013202844997,-3.9003392321171635,0.004003823833320907,0.26084317646783733,FALSE
ENSRNOG00000017260,Cdr2,-1.214090608151281,6.410460062031527,-3.8642722209759257,0.0042224607677624985,0.2691383321951861,FALSE
