Geneid	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/188_F_CB2YGANXX_TTAGGC_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/179_F_CB2YGANXX_ATCACG_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/192_F_CB2YGANXX_ACAGTG_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/190_F_CB2YGANXX_TGACCA_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/187_F_CB2YGANXX_CGATGT_L001Aligned.sortedByCoord.out.bam	/data/biohub/20180328_Atkins_RatFracture/2_alignedData/bam/194_F_CB2YGANXX_GCCAAT_L001Aligned.sortedByCoord.out.bam
ENSRNOG00000024149	1	0	4	1	0	0
ENSRNOG00000024140	170	318	276	670	589	598
ENSRNOG00000012415	854	916	461	2092	2708	2124
ENSRNOG00000012964	14	24	16	14	27	27
ENSRNOG00000055093	171	265	269	300	543	600
ENSRNOG00000013190	829	1096	1086	1756	1563	1739
ENSRNOG00000057484	5	6	9	7	6	12
ENSRNOG00000052521	0	0	0	0	0	0
ENSRNOG00000013194	84	149	241	212	132	175
ENSRNOG00000060227	2	0	0	0	0	0
ENSRNOG00000039255	4	5	10	6	4	4
ENSRNOG00000013374	12	1	5	3	1	1
ENSRNOG00000033901	4	2	6	4	0	0
ENSRNOG00000047027	10	5	8	8	3	8
ENSRNOG00000053284	0	0	0	0	0	0
ENSRNOG00000023753	298	301	484	498	579	863
ENSRNOG00000051938	9	6	11	8	1	6
ENSRNOG00000058564	3	4	0	1	0	1
ENSRNOG00000056439	1	0	0	0	0	0
ENSRNOG00000054756	1	1	0	0	0	0
ENSRNOG00000052956	1	0	0	0	0	0
ENSRNOG00000059551	6	1	4	6	0	0
ENSRNOG00000051553	0	0	0	0	0	0
ENSRNOG00000059913	7	0	4	1	0	1
ENSRNOG00000055136	2	0	0	0	0	0
ENSRNOG00000053004	1	0	0	0	0	0
ENSRNOG00000061719	0	0	1	0	0	0
ENSRNOG00000060438	11	7	16	16	5	20
ENSRNOG00000055577	0	0	0	0	0	0
ENSRNOG00000046250	0	0	0	0	0	0
ENSRNOG00000052093	2	1	6	1	0	0
ENSRNOG00000054056	12	3	2	1	1	1
ENSRNOG00000030145	100	41	62	40	0	0
ENSRNOG00000055830	2	1	2	0	1	0
ENSRNOG00000052700	4	0	5	2	0	1
ENSRNOG00000059261	3	0	1	1	0	0
ENSRNOG00000057320	1	0	0	0	0	0
ENSRNOG00000054834	260	89	233	92	1	0
ENSRNOG00000013671	0	1	0	0	0	0
ENSRNOG00000022921	6	5	5	3	2	3
ENSRNOG00000014166	204	221	208	184	443	460
ENSRNOG00000061057	0	0	0	1	0	0
ENSRNOG00000010529	3717	5878	3075	2088	7803	7108
ENSRNOG00000058989	1	0	1	0	0	0
ENSRNOG00000061383	0	0	1	0	0	0
ENSRNOG00000015609	11	9	16	10	10	21
ENSRNOG00000059948	0	0	0	0	0	0
ENSRNOG00000055517	0	0	0	0	0	0
ENSRNOG00000053938	0	1	0	0	0	0
ENSRNOG00000058803	0	0	0	0	0	0
ENSRNOG00000060933	1	0	2	0	0	0
ENSRNOG00000051787	1	0	1	0	0	0
ENSRNOG00000015597	290	303	288	306	469	535
ENSRNOG00000061312	301	393	367	645	717	850
ENSRNOG00000015293	4	5	11	10	8	15
ENSRNOG00000015230	101	156	205	256	301	386
ENSRNOG00000059984	30	43	56	45	26	39
ENSRNOG00000058790	186	239	292	407	362	512
ENSRNOG00000001488	947	1250	800	2576	4275	3074
ENSRNOG00000001489	136	184	236	393	434	549
ENSRNOG00000001490	96	147	125	254	309	341
ENSRNOG00000021493	21	24	15	25	21	36
ENSRNOG00000056729	0	1	0	1	0	0
ENSRNOG00000014434	828	1442	1475	2682	3337	5351
ENSRNOG00000048190	15	21	18	19	22	11
ENSRNOG00000052286	1	0	1	0	0	0
ENSRNOG00000061593	0	0	1	0	0	0
ENSRNOG00000056478	2	4	2	0	0	0
ENSRNOG00000057242	1	0	0	0	0	0
ENSRNOG00000012692	196	299	299	314	697	733
ENSRNOG00000012988	4	3	6	1	0	1
ENSRNOG00000047387	0	1	0	0	0	1
ENSRNOG00000035654	1	0	0	1	0	0
ENSRNOG00000035453	2	0	0	0	0	0
ENSRNOG00000035572	1	2	0	0	0	0
ENSRNOG00000039076	40	42	94	29	19	54
ENSRNOG00000010994	13	14	10	5	5	1
ENSRNOG00000011174	186	360	189	522	732	782
ENSRNOG00000060169	11	30	16	31	39	53
ENSRNOG00000042605	52	141	56	211	455	394
ENSRNOG00000045732	1	1	3	0	0	0
ENSRNOG00000052154	1	0	1	0	0	0
ENSRNOG00000061043	1	1	1	0	0	0
ENSRNOG00000011234	1	1	2	3	0	0
ENSRNOG00000051757	0	1	2	0	0	0
ENSRNOG00000054409	3	1	1	1	0	0
ENSRNOG00000052260	2	0	0	0	0	0
ENSRNOG00000060271	0	0	0	0	0	0
ENSRNOG00000055538	1	0	0	0	0	0
ENSRNOG00000056833	0	0	0	0	0	0
ENSRNOG00000047498	1	0	0	0	0	0
ENSRNOG00000011282	282	432	911	544	497	720
ENSRNOG00000050623	0	1	0	1	0	0
ENSRNOG00000060596	1	0	0	0	0	0
ENSRNOG00000059492	135	124	46	256	573	529
ENSRNOG00000032996	0	0	1	0	0	0
ENSRNOG00000028807	4	0	0	0	0	0
ENSRNOG00000060716	2	1	1	0	0	0
ENSRNOG00000052406	47	50	8	220	473	416
ENSRNOG00000051578	41	50	21	182	427	332
ENSRNOG00000042347	48	59	14	185	317	264
ENSRNOG00000042826	45	85	40	192	369	381
ENSRNOG00000060256	0	0	3	2	2	2
ENSRNOG00000058436	66	84	25	246	515	354
ENSRNOG00000043341	71	100	27	347	560	617
ENSRNOG00000042547	7	5	1	7	6	9
ENSRNOG00000025949	2	1	1	0	0	0
ENSRNOG00000047128	0	0	0	0	0	0
ENSRNOG00000058030	63	72	19	152	328	310
ENSRNOG00000057250	2	2	0	2	3	5
ENSRNOG00000051570	74	58	21	227	661	490
ENSRNOG00000054919	3	4	1	4	0	0
ENSRNOG00000055824	0	0	0	1	0	0
ENSRNOG00000047884	64	84	6	240	786	596
ENSRNOG00000026569	76	74	34	181	518	350
ENSRNOG00000028767	4	1	1	1	3	5
ENSRNOG00000051875	4	0	0	0	3	0
ENSRNOG00000061533	40	36	20	62	215	190
ENSRNOG00000059824	14	13	11	8	17	11
ENSRNOG00000055124	5	1	6	2	7	5
ENSRNOG00000011675	44	46	12	147	299	276
ENSRNOG00000029458	6	0	0	1	0	0
ENSRNOG00000058286	6	2	2	2	0	1
ENSRNOG00000054736	7	6	4	4	13	6
ENSRNOG00000047616	2	1	1	2	0	0
ENSRNOG00000060529	3	0	1	1	0	0
ENSRNOG00000053825	0	0	0	0	0	0
ENSRNOG00000054778	0	0	0	0	0	0
ENSRNOG00000056653	0	0	0	0	0	0
ENSRNOG00000055843	0	0	0	0	0	0
ENSRNOG00000058214	0	0	0	0	0	0
ENSRNOG00000057219	1	0	1	0	0	0
ENSRNOG00000055529	0	0	0	0	0	0
ENSRNOG00000009146	2	0	1	1	1	0
ENSRNOG00000058087	163	233	84	413	592	427
ENSRNOG00000054954	435	765	404	1743	1728	1678
ENSRNOG00000053260	349	619	269	1321	1683	1275
ENSRNOG00000058538	38	48	22	51	112	68
ENSRNOG00000058909	18	41	70	78	61	49
ENSRNOG00000055179	0	0	0	0	0	0
ENSRNOG00000052600	4	4	13	7	4	4
ENSRNOG00000059741	9	2	3	8	1	1
ENSRNOG00000058422	92	93	25	303	191	241
ENSRNOG00000059572	0	0	3	1	0	0
ENSRNOG00000054459	0	0	0	0	0	0
ENSRNOG00000061893	29	49	51	71	48	64
ENSRNOG00000053234	83	157	395	265	146	266
ENSRNOG00000060004	0	0	0	0	0	0
ENSRNOG00000061039	215	422	521	502	582	754
ENSRNOG00000056098	44	78	121	103	108	108
ENSRNOG00000060293	89	193	193	160	121	204
ENSRNOG00000055716	145	159	98	65	77	72
ENSRNOG00000055796	3	3	1	38	11	20
ENSRNOG00000055581	120	112	54	73	104	46
ENSRNOG00000057852	24	11	12	16	7	6
ENSRNOG00000057848	3	2	1	0	0	0
ENSRNOG00000054831	0	0	0	0	0	0
ENSRNOG00000056257	28	7	4	7	0	0
ENSRNOG00000054371	38	55	192	57	31	79
ENSRNOG00000053450	324	432	792	718	441	742
ENSRNOG00000053124	0	0	0	0	0	0
ENSRNOG00000055798	0	0	0	0	0	0
ENSRNOG00000056884	1	0	1	2	0	0
ENSRNOG00000060745	136	266	287	278	281	241
ENSRNOG00000060612	0	0	0	0	0	0
ENSRNOG00000057399	0	0	1	1	0	0
ENSRNOG00000057453	0	0	0	0	0	0
ENSRNOG00000056886	0	0	0	0	0	0
ENSRNOG00000060727	0	0	1	0	0	0
ENSRNOG00000051974	2	0	0	0	0	0
ENSRNOG00000056469	0	0	0	0	0	0
ENSRNOG00000054438	13	5	6	5	0	0
ENSRNOG00000048635	6	1	2	0	0	0
ENSRNOG00000056036	40	56	13	173	416	323
ENSRNOG00000056327	3	2	2	3	4	6
ENSRNOG00000057050	3	2	3	0	1	0
ENSRNOG00000055298	4	0	0	0	0	0
ENSRNOG00000054417	0	0	0	0	0	0
ENSRNOG00000048100	4	0	2	0	1	0
ENSRNOG00000046198	1	0	1	0	0	0
ENSRNOG00000027550	13	8	21	16	10	21
ENSRNOG00000027514	137	220	406	350	295	370
ENSRNOG00000043328	588	1035	1126	1784	1414	1907
ENSRNOG00000027487	246	483	1398	1115	607	1094
ENSRNOG00000027459	20	43	141	50	30	55
ENSRNOG00000019626	10	2	9	3	2	4
ENSRNOG00000060429	28	13	35	17	13	24
ENSRNOG00000019623	3	3	7	13	10	10
ENSRNOG00000027436	28	76	109	81	68	114
ENSRNOG00000051968	1	1	0	0	0	0
ENSRNOG00000038445	22	16	23	25	4	3
ENSRNOG00000019453	1709	3117	3727	6338	5582	5749
ENSRNOG00000031113	30	76	203	146	55	156
ENSRNOG00000031459	98	127	152	242	288	379
ENSRNOG00000031328	208	402	303	673	789	1042
ENSRNOG00000045583	21	14	14	6	0	1
ENSRNOG00000019376	210	307	194	337	703	801
ENSRNOG00000026861	13	6	4	5	5	6
ENSRNOG00000050831	9	2	2	3	0	2
ENSRNOG00000047703	5	1	0	1	0	0
ENSRNOG00000046317	0	2	1	0	0	0
ENSRNOG00000019280	1	1	0	5	3	4
ENSRNOG00000019127	65	90	46	165	300	324
ENSRNOG00000048663	5	1	0	1	1	0
ENSRNOG00000046802	0	0	1	1	0	0
ENSRNOG00000049902	0	0	0	0	0	0
ENSRNOG00000055247	0	0	0	0	0	0
ENSRNOG00000060288	0	0	0	0	0	0
ENSRNOG00000033061	0	0	0	0	0	0
ENSRNOG00000057670	1	0	1	0	0	0
ENSRNOG00000049720	0	0	0	0	0	0
ENSRNOG00000049529	2	1	0	0	0	0
ENSRNOG00000047370	1	0	0	0	0	0
ENSRNOG00000047230	17	10	13	8	13	8
ENSRNOG00000031210	0	0	0	0	0	0
ENSRNOG00000032062	0	0	0	0	0	0
ENSRNOG00000034101	0	0	3	1	0	0
ENSRNOG00000032817	2	0	0	0	0	0
ENSRNOG00000047429	3	0	1	0	0	0
ENSRNOG00000028882	0	0	0	0	0	0
ENSRNOG00000052304	4	2	0	0	0	0
ENSRNOG00000033483	0	0	1	1	0	0
ENSRNOG00000032226	1	1	0	0	0	0
ENSRNOG00000059074	2	2	2	1	0	0
ENSRNOG00000028877	0	0	1	0	0	0
ENSRNOG00000031178	5	1	1	1	0	0
ENSRNOG00000019082	0	0	0	0	0	0
ENSRNOG00000050887	0	0	0	0	0	0
ENSRNOG00000029852	0	2	1	1	0	0
ENSRNOG00000002628	4	1	1	2	0	0
ENSRNOG00000049274	0	0	0	0	0	0
ENSRNOG00000047610	0	0	0	0	0	0
ENSRNOG00000048033	0	0	0	0	0	0
ENSRNOG00000047242	0	0	0	0	0	0
ENSRNOG00000046455	0	0	0	0	0	0
ENSRNOG00000055229	0	1	0	0	3	2
ENSRNOG00000049847	0	1	0	0	0	0
ENSRNOG00000049412	0	0	0	0	0	0
ENSRNOG00000051882	0	0	0	1	0	0
ENSRNOG00000048370	0	0	0	0	0	0
ENSRNOG00000062307	0	0	0	0	0	0
ENSRNOG00000047540	0	0	0	0	0	0
ENSRNOG00000047013	0	0	0	0	0	0
ENSRNOG00000042030	6	5	6	0	0	0
ENSRNOG00000015707	2	0	2	0	0	0
ENSRNOG00000002641	5	1	1	0	0	0
ENSRNOG00000015271	35	26	42	39	64	50
ENSRNOG00000056113	3	2	5	0	0	1
ENSRNOG00000050476	32	35	14	47	60	92
ENSRNOG00000060875	1	0	0	1	0	0
ENSRNOG00000015598	26	28	20	23	54	43
ENSRNOG00000050407	0	0	0	0	0	0
ENSRNOG00000046153	29	37	35	51	78	84
ENSRNOG00000047061	12	2	7	6	7	15
ENSRNOG00000022742	61	83	81	123	159	171
ENSRNOG00000059513	7	2	8	4	0	0
ENSRNOG00000015825	8	16	28	25	17	33
ENSRNOG00000015956	19	6	4	0	0	3
ENSRNOG00000055983	0	0	2	1	0	0
ENSRNOG00000057261	3	2	0	0	1	0
ENSRNOG00000046704	5	2	1	0	0	0
ENSRNOG00000054183	1	0	0	1	0	0
ENSRNOG00000014791	512	734	557	639	768	2017
ENSRNOG00000048353	1	3	7	0	0	0
ENSRNOG00000015071	50	55	41	50	64	215
ENSRNOG00000061569	5	1	5	3	0	0
ENSRNOG00000041209	0	0	0	0	0	0
ENSRNOG00000015254	0	2	1	0	0	0
ENSRNOG00000041737	1	1	0	0	0	0
ENSRNOG00000047512	1	0	0	0	0	0
ENSRNOG00000045783	2	0	0	0	0	0
ENSRNOG00000015289	0	0	3	0	0	0
ENSRNOG00000030070	2	1	0	1	0	0
ENSRNOG00000057132	2	1	0	1	0	0
ENSRNOG00000042502	5	0	3	0	0	0
ENSRNOG00000042777	31	31	64	90	114	120
ENSRNOG00000015322	36	30	21	72	82	145
ENSRNOG00000051384	8	1	4	7	1	4
ENSRNOG00000034184	21	11	5	36	25	28
ENSRNOG00000033906	48	33	25	40	74	88
ENSRNOG00000049014	4	4	7	0	0	0
ENSRNOG00000022129	4	1	1	4	0	0
ENSRNOG00000015517	104	179	346	320	155	247
ENSRNOG00000015456	25	68	114	77	52	85
ENSRNOG00000022994	15	1	6	2	0	0
ENSRNOG00000042719	0	0	0	0	0	0
ENSRNOG00000021996	7	2	6	1	0	0
ENSRNOG00000038674	2	1	2	1	0	0
ENSRNOG00000060136	2	1	1	0	0	0
ENSRNOG00000032891	3	1	4	1	0	0
ENSRNOG00000036304	1	0	0	0	0	0
ENSRNOG00000048505	1	0	0	0	0	0
ENSRNOG00000021913	10	4	2	0	0	0
ENSRNOG00000035686	0	0	0	1	0	0
ENSRNOG00000053141	1	0	1	0	0	0
ENSRNOG00000049710	1	0	0	0	0	0
ENSRNOG00000033755	5	0	0	1	0	0
ENSRNOG00000031899	2	0	1	0	0	0
ENSRNOG00000038647	1	0	1	0	0	0
ENSRNOG00000058224	2	0	0	0	0	0
ENSRNOG00000038644	0	1	2	1	0	0
ENSRNOG00000058893	0	0	0	0	0	0
ENSRNOG00000032913	2	2	3	1	0	1
ENSRNOG00000015743	3	0	3	1	0	0
ENSRNOG00000015753	91	234	636	638	291	462
ENSRNOG00000015914	176	436	1269	835	341	810
ENSRNOG00000015997	4	10	12	8	4	5
ENSRNOG00000016274	1	1	10	3	2	4
ENSRNOG00000054623	19	14	12	42	17	17
ENSRNOG00000016279	18	14	30	42	19	32
ENSRNOG00000046037	2	3	6	10	4	5
ENSRNOG00000028628	10	25	116	46	15	31
ENSRNOG00000016565	15	27	42	45	17	32
ENSRNOG00000016574	38	52	172	103	54	89
ENSRNOG00000016608	3	5	29	10	4	5
ENSRNOG00000042927	7	1	6	3	0	1
ENSRNOG00000038625	8	2	12	2	1	2
ENSRNOG00000016687	79	94	95	28	90	55
ENSRNOG00000042414	10	10	12	13	11	10
ENSRNOG00000038622	17	27	83	48	25	29
ENSRNOG00000050348	30	44	62	51	88	54
ENSRNOG00000016829	60	78	88	95	125	128
ENSRNOG00000016877	25	6	6	9	0	2
ENSRNOG00000016930	346	672	1446	1208	865	1181
ENSRNOG00000017127	1517	3415	5212	9841	3255	6242
ENSRNOG00000017306	1	8	53	14	12	33
ENSRNOG00000042528	2	2	0	0	0	0
ENSRNOG00000017386	16	19	5	6	8	5
ENSRNOG00000033173	17	11	9	4	0	0
ENSRNOG00000038616	10	7	32	10	4	14
ENSRNOG00000017508	26	65	226	72	39	66
ENSRNOG00000058451	1	0	0	0	1	0
ENSRNOG00000028273	61	137	274	173	117	199
ENSRNOG00000017673	21	22	51	14	16	15
ENSRNOG00000017795	31	64	120	61	48	73
ENSRNOG00000018090	352	610	1316	1320	848	1165
ENSRNOG00000038607	22	65	295	113	50	112
ENSRNOG00000058906	12	5	13	7	2	3
ENSRNOG00000018217	15	14	25	16	27	23
ENSRNOG00000038600	10	1	5	1	1	2
ENSRNOG00000018250	8	5	7	8	6	4
ENSRNOG00000028041	85	77	382	59	193	174
ENSRNOG00000053828	128	264	523	332	302	338
ENSRNOG00000027942	18	15	15	17	7	14
ENSRNOG00000027919	45	57	85	84	66	78
ENSRNOG00000057297	21	5	4	1	0	1
ENSRNOG00000053253	1	0	0	2	0	0
ENSRNOG00000047204	101	475	167	1153	923	861
ENSRNOG00000049759	10	5	8	4	0	0
ENSRNOG00000018458	24	26	17	41	33	31
ENSRNOG00000027855	147	184	65	232	278	239
ENSRNOG00000046577	0	0	0	0	0	0
ENSRNOG00000027843	5	4	4	1	2	0
ENSRNOG00000027811	868	647	116	859	1742	737
ENSRNOG00000048238	4	0	3	0	0	0
ENSRNOG00000046683	209	389	445	1551	1336	1732
ENSRNOG00000027808	77	117	75	246	276	281
ENSRNOG00000018616	32	39	43	26	43	37
ENSRNOG00000018621	31	62	92	81	61	62
ENSRNOG00000018642	277	713	1482	1092	591	989
ENSRNOG00000032699	8	5	12	6	0	1
ENSRNOG00000059590	0	0	0	2	0	0
ENSRNOG00000027733	1	3	1	9	5	8
ENSRNOG00000027705	0	0	0	0	0	0
ENSRNOG00000015527	0	0	0	0	0	0
ENSRNOG00000038497	4	2	0	0	0	0
ENSRNOG00000038479	2	0	1	2	0	0
ENSRNOG00000046339	6	5	2	2	0	0
ENSRNOG00000031562	6	1	1	1	0	0
ENSRNOG00000049668	2	0	1	0	0	0
ENSRNOG00000048095	2	3	4	15	6	12
ENSRNOG00000030886	1	0	0	0	0	0
ENSRNOG00000047490	3	1	2	0	0	0
ENSRNOG00000047206	0	0	0	0	0	0
ENSRNOG00000014181	2	0	2	0	0	0
ENSRNOG00000032819	1	1	0	0	0	0
ENSRNOG00000014186	21	22	93	38	34	55
ENSRNOG00000014193	18	80	184	190	109	230
ENSRNOG00000026764	20	31	41	96	62	117
ENSRNOG00000056949	0	1	0	0	1	0
ENSRNOG00000056331	24	7	10	1	0	2
ENSRNOG00000054798	0	0	0	0	0	0
ENSRNOG00000061661	2	0	1	0	0	0
ENSRNOG00000061148	0	0	1	0	0	0
ENSRNOG00000014787	4	1	2	0	0	0
ENSRNOG00000052287	5	1	0	0	0	0
ENSRNOG00000046669	1	0	0	0	0	0
ENSRNOG00000056605	0	0	2	1	0	0
ENSRNOG00000047986	12	3	0	2	0	0
ENSRNOG00000054447	0	0	0	0	0	0
ENSRNOG00000031005	20	8	17	9	1	0
ENSRNOG00000048028	0	0	0	0	0	1
ENSRNOG00000052468	10	11	1	7	5	4
ENSRNOG00000022227	29	60	40	211	108	197
ENSRNOG00000013548	0	0	0	0	0	0
ENSRNOG00000033146	0	1	2	0	1	0
ENSRNOG00000038276	3	2	0	2	0	0
ENSRNOG00000013890	2	1	1	1	0	0
ENSRNOG00000038251	0	1	0	0	0	0
ENSRNOG00000051483	141	135	179	109	120	122
ENSRNOG00000028449	19	13	1	25	7	14
ENSRNOG00000013023	307	537	1166	1271	791	1215
ENSRNOG00000059444	0	1	1	0	5	1
ENSRNOG00000011346	117	236	296	146	192	284
ENSRNOG00000011262	40	71	201	123	54	82
ENSRNOG00000021800	25	3	9	2	1	0
ENSRNOG00000001494	165	295	684	845	480	835
ENSRNOG00000001493	35	57	121	89	65	91
ENSRNOG00000001492	8	3	9	7	1	0
ENSRNOG00000021390	36	55	85	71	44	61
ENSRNOG00000047575	23	56	167	104	43	87
ENSRNOG00000060587	3	4	0	2	0	0
ENSRNOG00000049028	34	56	149	125	76	87
ENSRNOG00000047800	254	485	405	803	518	605
ENSRNOG00000049661	1	6	58	16	11	17
ENSRNOG00000048848	75	155	366	141	111	116
ENSRNOG00000015128	177	262	506	357	366	469
ENSRNOG00000053001	0	0	0	0	0	0
ENSRNOG00000015229	145	312	723	544	280	428
ENSRNOG00000015304	11	29	89	24	29	31
ENSRNOG00000015376	9	3	4	3	0	0
ENSRNOG00000015852	423	485	592	756	754	1152
ENSRNOG00000038205	0	0	2	0	1	0
ENSRNOG00000028617	2	1	4	0	0	0
ENSRNOG00000046915	3	0	5	4	1	1
ENSRNOG00000015865	183	334	489	500	398	501
ENSRNOG00000034106	0	0	0	0	0	0
ENSRNOG00000015948	132	296	858	526	318	515
ENSRNOG00000016055	20	46	99	68	47	70
ENSRNOG00000016145	70	132	295	195	102	169
ENSRNOG00000016434	38	109	257	232	113	213
ENSRNOG00000052256	14	10	12	8	8	9
ENSRNOG00000016701	23	27	42	17	21	16
ENSRNOG00000016756	51	100	109	138	122	69
ENSRNOG00000016770	631	1315	1610	2282	2501	2394
ENSRNOG00000016863	6	13	19	11	4	8
ENSRNOG00000027944	5	3	6	0	0	0
ENSRNOG00000027936	89	96	126	72	139	149
ENSRNOG00000016907	99	172	257	299	245	372
ENSRNOG00000017198	11	3	9	2	0	0
ENSRNOG00000042250	10	4	6	3	0	0
ENSRNOG00000027607	16	1	2	2	0	0
ENSRNOG00000027288	10	3	4	0	0	0
ENSRNOG00000029485	11	1	6	0	0	1
ENSRNOG00000034000	8	2	4	3	0	0
ENSRNOG00000017519	5	1	0	0	0	0
ENSRNOG00000017620	1	1	2	1	0	0
ENSRNOG00000042158	7	0	2	0	0	0
ENSRNOG00000032940	5	2	0	1	0	0
ENSRNOG00000017699	15	5	10	1	8	7
ENSRNOG00000044940	0	2	0	0	0	0
ENSRNOG00000038101	13	2	3	8	0	0
ENSRNOG00000026891	0	1	0	1	1	0
ENSRNOG00000051815	10	3	7	4	0	0
ENSRNOG00000057645	20	20	28	20	22	26
ENSRNOG00000013395	199	587	878	1128	598	981
ENSRNOG00000013767	30	29	76	59	44	46
ENSRNOG00000013847	1	2	6	3	4	3
ENSRNOG00000038088	10	1	3	4	0	0
ENSRNOG00000014132	21	16	23	9	8	11
ENSRNOG00000038087	1	0	0	0	0	0
ENSRNOG00000014252	15	37	115	49	43	52
ENSRNOG00000014256	6	5	4	4	1	3
ENSRNOG00000014353	78	133	350	306	172	258
ENSRNOG00000061526	9	5	5	2	1	1
ENSRNOG00000014984	16	19	55	44	13	35
ENSRNOG00000015085	42	46	172	75	16	47
ENSRNOG00000047435	0	0	0	0	0	0
ENSRNOG00000060146	8	15	49	16	4	14
ENSRNOG00000008815	29	65	158	77	60	74
ENSRNOG00000015413	45	80	130	97	57	78
ENSRNOG00000015844	163	312	380	549	820	574
ENSRNOG00000015860	16	9	10	9	0	3
ENSRNOG00000030127	54	92	241	115	67	118
ENSRNOG00000035565	1	0	1	1	0	0
ENSRNOG00000016362	2	8	17	11	2	8
ENSRNOG00000025890	27	51	138	103	53	89
ENSRNOG00000056238	0	1	2	0	0	0
ENSRNOG00000016367	441	870	1500	988	845	772
ENSRNOG00000059266	19	15	12	14	21	18
ENSRNOG00000016603	30	18	18	14	11	13
ENSRNOG00000046667	24	29	24	8	7	10
ENSRNOG00000017839	23	39	79	57	35	58
ENSRNOG00000016825	69	79	110	105	107	125
ENSRNOG00000025350	10	10	15	12	7	3
ENSRNOG00000017753	35	67	208	121	80	124
ENSRNOG00000036303	0	0	0	0	0	0
ENSRNOG00000018101	13	2	23	3	7	4
ENSRNOG00000016837	308	200	253	28	297	68
ENSRNOG00000029745	3	1	1	1	0	0
ENSRNOG00000017069	40	40	108	93	38	56
ENSRNOG00000052756	0	0	0	0	0	0
ENSRNOG00000060041	8	4	19	10	4	3
ENSRNOG00000017448	18	20	45	46	15	13
ENSRNOG00000017463	2	5	57	16	4	14
ENSRNOG00000017468	19	31	83	35	58	36
ENSRNOG00000043378	9	1	0	4	0	2
ENSRNOG00000017692	57	77	284	156	112	152
ENSRNOG00000049772	6	12	22	28	18	30
ENSRNOG00000049605	2	2	21	10	5	12
ENSRNOG00000046000	36	68	206	124	43	81
ENSRNOG00000033235	54	74	132	88	50	83
ENSRNOG00000018255	199	337	388	827	550	730
ENSRNOG00000018402	3	0	3	3	0	0
ENSRNOG00000018405	6	8	4	2	4	0
ENSRNOG00000018426	14	15	7	22	9	1
ENSRNOG00000018454	8829	15612	5625	10188	9204	7570
ENSRNOG00000018556	29	41	178	65	45	75
ENSRNOG00000018730	36	45	76	74	47	60
ENSRNOG00000029399	25	27	54	29	30	33
ENSRNOG00000018953	9	5	8	1	1	1
ENSRNOG00000043416	36	20	55	24	15	16
ENSRNOG00000031391	2	0	0	1	0	0
ENSRNOG00000054552	0	0	0	0	0	0
ENSRNOG00000047795	1	0	0	0	0	0
ENSRNOG00000043088	9	5	1	2	0	0
ENSRNOG00000019202	83	95	80	60	102	91
ENSRNOG00000024630	15	8	5	7	6	3
ENSRNOG00000019260	18	6	13	7	1	0
ENSRNOG00000029336	234	327	454	678	677	890
ENSRNOG00000056832	3	3	2	1	2	3
ENSRNOG00000029022	33	25	23	21	25	41
ENSRNOG00000032625	34	24	30	39	53	56
ENSRNOG00000054609	192	255	183	287	401	330
ENSRNOG00000024376	47	46	39	53	90	97
ENSRNOG00000019416	75	110	121	130	163	215
ENSRNOG00000055608	26	16	13	19	36	28
ENSRNOG00000019427	2	1	2	0	0	0
ENSRNOG00000019432	11	2	6	1	0	0
ENSRNOG00000019440	127	326	982	633	363	580
ENSRNOG00000019596	66	57	145	138	64	129
ENSRNOG00000024257	6	0	3	2	1	0
ENSRNOG00000037931	284	208	274	142	132	139
ENSRNOG00000024243	3	7	9	4	3	1
ENSRNOG00000019802	12	19	55	18	9	23
ENSRNOG00000050032	6	4	2	7	0	0
ENSRNOG00000046500	6	13	69	13	15	14
ENSRNOG00000019862	7	1	1	2	0	0
ENSRNOG00000019915	80	146	335	266	150	225
ENSRNOG00000024065	3	1	3	1	3	1
ENSRNOG00000019982	68	98	136	156	157	154
ENSRNOG00000055259	16	21	58	30	14	35
ENSRNOG00000019999	12	8	11	16	4	4
ENSRNOG00000020057	1	1	1	3	3	1
ENSRNOG00000033358	0	0	0	0	0	0
ENSRNOG00000049821	0	0	0	0	0	0
ENSRNOG00000045922	0	0	0	0	0	0
ENSRNOG00000049317	0	0	0	0	0	0
ENSRNOG00000048783	5	18	16	14	27	20
ENSRNOG00000050105	0	0	0	0	0	0
ENSRNOG00000030331	0	0	0	0	0	0
ENSRNOG00000020098	1	0	0	0	0	0
ENSRNOG00000020109	0	0	0	0	0	0
ENSRNOG00000037897	0	2	1	3	4	4
ENSRNOG00000020125	45	121	773	319	173	357
ENSRNOG00000020130	215	477	1053	582	402	467
ENSRNOG00000020233	58	122	323	84	86	144
ENSRNOG00000061682	0	0	0	0	0	0
ENSRNOG00000020263	48	63	114	110	61	82
ENSRNOG00000059450	2	0	0	0	0	0
ENSRNOG00000020310	43	12	14	12	2	6
